0.2738185,-177.4683
0.00093951,71.05492
0.001280729,88.55731
0.002022876,88.33858
0.002784852,87.43141
0.003666219,85.07075
0.004489083,65.94243
0.003901721,86.97565
0.004976009,88.04174
0.005867602,86.97933
0.006551792,86.85744
0.007607825,83.57391
0.007342156,85.32671
0.008524106,87.32057
0.009509963,87.06374
0.0104847,86.4685
0.01137417,85.44017
0.01216384,86.17812
0.01335425,86.06607
0.01452213,85.59296
0.01563647,84.83176
0.01691723,85.11779
0.01841487,84.73759
0.02002323,84.23444
0.02179684,83.65224
0.02377835,82.95979
0.02602356,82.11428
0.02858522,81.0545
0.03152456,79.72035
0.03489938,78.0462
0.03874498,76.00902
0.04317825,73.73412
0.04862145,71.31062
0.05593979,68.36577
0.06626895,64.08167
0.08142652,56.55478
0.1017735,42.69557
0.1167688,18.95288
0.1023359,-8.530198
0.07242843,-25.84972
0.04929946,-31.11446
0.03469224,-26.39645
0.02714615,-12.17396
0.02647002,6.927186
0.03183758,20.29899
0.04066464,24.03092
0.05098855,21.25171
0.0611081,13.89428
0.07095986,3.9577
0.07892196,-10.92998
0.07690939,-29.12675
0.06548106,-44.14444
0.05270136,-53.67416
0.04212168,-58.77659
0.03390968,-60.91388
0.02748059,-60.80744
0.02226763,-58.57098
0.0180212,-53.75557
0.0146408,-45.50662
0.01226392,-32.58803
0.01118526,-14.73433
0.01176253,4.343793
0.01392959,19.57496
0.01734614,29.43272
0.02174065,34.99399
0.02703867,37.64105
0.0333865,38.22977
0.04110937,36.97991
0.05049605,33.76068
0.06163686,28.30818
0.07415406,20.37866
0.08672116,9.802415
0.09632555,-2.985952
0.1001541,-16.54618
0.09790025,-29.18993
0.09164254,-39.83625
0.08393326,-48.17405
0.07647431,-54.52295
0.0698795,-59.45113
0.06411333,-63.32791
0.05909738,-66.355
0.05477429,-68.67584
0.05109352,-70.39879
0.04802197,-71.64238
0.04555597,-72.5676
0.04364635,-73.42834
0.04206428,-74.55582
0.04048135,-75.92397
0.03882733,-77.20928
0.03720359,-78.25664
0.03568396,-79.08793
0.03428475,-79.73253
0.0330022,-80.20846
0.03184879,-80.54089
0.03081684,-80.73313
0.02992073,-80.80827
0.029185,-80.80315
0.02862113,-80.82196
0.02821101,-81.05438
0.02785624,-81.64101
0.02742855,-82.53848
0.02688353,-83.53416
0.02624476,-84.44951
0.02556637,-85.22548
0.02489065,-85.8586
0.02423745,-86.36106
0.02362037,-86.76888
0.0230326,-87.11765
0.02248046,-87.40973
0.02195785,-87.65897
0.02145796,-87.87043
0.02098348,-88.04224
0.02053294,-88.1872
0.02010076,-88.30004
0.01969402,-88.37991
0.01930735,-88.44044
0.01894216,-88.48015
0.01859521,-88.49081
0.01826637,-88.4986
0.01795452,-88.49987
0.01765876,-88.4798
0.0173798,-88.46421
0.01711249,-88.44706
0.01685869,-88.42838
0.01661653,-88.41638
0.01638078,-88.40418
0.01615495,-88.38491
0.01593768,-88.37286
0.01572755,-88.3497
0.01552594,-88.32738
0.01532915,-88.29938
0.0151434,-88.27776
0.01496361,-88.25393
0.01478866,-88.22734
0.01462099,-88.2105
0.01445982,-88.1925
0.01430393,-88.17593
0.01415039,-88.15936
0.01400516,-88.14841
0.01386156,-88.13743
0.0137214,-88.11805
0.01358667,-88.1011
0.01345815,-88.0892
0.01333457,-88.08168
0.01321493,-88.08612
0.013101,-88.09386
0.01299102,-88.12296
0.01288061,-88.18027
0.01276851,-88.26235
0.01265247,-88.35292
0.0125322,-88.43584
0.01241095,-88.49545
0.01228828,-88.52355
0.01216998,-88.53197
0.01205812,-88.52317
0.01195015,-88.52462
0.01184762,-88.52876
0.01174245,-88.54001
0.01163846,-88.54478
0.01153392,-88.55146
0.0114311,-88.53776
0.011327,-88.51299
0.0112247,-88.4744
0.01112667,-88.41167
0.01102904,-88.32893
0.01093276,-88.22783
0.01084215,-88.08785
0.01075362,-87.92278
0.01067241,-87.70668
0.01060554,-87.44473
0.01055299,-87.17052
0.01051901,-86.89017
0.01050823,-86.65784
0.01051416,-86.54345
0.01052693,-86.56372
0.01053514,-86.73877
0.01052478,-87.01182
0.01049457,-87.33302
0.01044908,-87.64146
0.01039378,-87.93632
0.01032758,-88.1968
0.01025863,-88.41371
0.01018788,-88.60339
0.01011633,-88.77603
0.01004565,-88.91622
0.009974959,-89.04311
0.009908766,-89.16043
0.009841128,-89.27687
0.009774995,-89.38339
0.009708351,-89.47742
0.009644558,-89.57206
0.009580524,-89.66312
0.009517906,-89.73731
0.009454127,-89.81704
0.009393032,-89.88481
0.009333123,-89.96496
0.009273918,-90.03304
0.009214574,-90.11095
0.009155771,-90.1689
